upkb_accession,gene_age,age_bin
Q8TC20,244,100-500
Q8TC21,132,100-500
Q8TC26,680,500-1000
Q8TC57,680,500-1000
Q8TC84,454,100-500
Q8TCA0,645,500-1000
Q8TCC3,132,100-500
Q8TCC7,1488,>1000
Q8TCF1,645,500-1000
Q8TCG5,987,500-1000
Q8TCI5,950,500-1000
Q8TCJ0,810,500-1000
Q8TCT1,1292,>1000
Q8TCT7,645,500-1000
Q8TCT9,4300,>1000
Q8TCU4,987,500-1000
Q8TCU6,680,500-1000
Q8TCX1,987,500-1000
Q8TCY5,168,100-500
Q8TCY9,645,500-1000
Q8TCZ2,544,500-1000
Q8TD07,544,500-1000
Q8TD08,4300,>1000
Q8TD10,544,500-1000
Q8TD26,454,100-500
Q8TD31,454,100-500
Q8TD43,680,500-1000
Q8TD46,544,500-1000
Q8TD57,987,500-1000
Q8TDB8,55,<100
Q8TDC0,645,500-1000
Q8TDC3,424,100-500
Q8TDF5,645,500-1000
Q8TDF6,544,500-1000
Q8TDG4,987,500-1000
Q8TDH9,680,500-1000
Q8TDI7,645,500-1000
Q8TDJ6,1714,>1000
Q8TDM0,950,500-1000
Q8TDM6,987,500-1000
Q8TDN4,1064,>1000
Q8TDQ1,544,500-1000
Q8TDQ7,4300,>1000
Q8TDW4,987,500-1000
Q8TDW7,987,500-1000
Q8TDX6,886,500-1000
Q8TDY4,382,100-500
Q8TDZ2,332,100-500
Q8TE02,1064,>1000
Q8TE04,987,500-1000
Q8TE67,987,500-1000
Q8TE68,987,500-1000
Q8TE76,544,500-1000
Q8TE77,454,100-500
Q8TE85,987,500-1000
Q8TE96,645,500-1000
Q8TEA7,1488,>1000
Q8TEB1,645,500-1000
Q8TEC5,1292,>1000
Q8TED0,4300,>1000
Q8TED4,987,500-1000
Q8TED9,680,500-1000
Q8TEH3,544,500-1000
Q8TEL6,680,500-1000
Q8TEP8,987,500-1000
Q8TER0,544,500-1000
Q8TER5,382,100-500
Q8TES7,645,500-1000
Q8TEU7,645,500-1000
Q8TEW0,987,500-1000
Q8TEW8,987,500-1000
Q8TEY7,544,500-1000
Q8TF17,645,500-1000
Q8TF40,1064,>1000
Q8TF46,645,500-1000
Q8TF68,454,100-500
Q8WTR4,950,500-1000
Q8WTV0,886,500-1000
Q8WTV1,987,500-1000
Q8WU08,950,500-1000
Q8WU39,950,500-1000
Q8WU68,168,100-500
Q8WU79,645,500-1000
Q8WUA7,544,500-1000
Q8WUB8,1292,>1000
Q8WUF8,645,500-1000
Q8WUG5,454,100-500
Q8WUH1,544,500-1000
Q8WUI4,454,100-500
Q8WUK0,950,500-1000
Q8WUM4,78,<100
Q8WUP2,544,500-1000
Q8WUR7,168,100-500
Q8WUY3,886,500-1000
Q8WV16,4300,>1000
Q8WV28,645,500-1000
Q8WV37,55,<100
Q8WV44,645,500-1000
Q8WV48,132,100-500
Q8WV60,645,500-1000
Q8WVB6,1488,>1000
Q8WVF1,987,500-1000
Q8WVM8,4300,>1000
Q8WVN8,454,100-500
Q8WVP7,680,500-1000
Q8WVQ1,987,500-1000
Q8WVR3,645,500-1000
Q8WVV4,544,500-1000
Q8WVV5,168,100-500
Q8WVV9,1714,>1000
Q8WVZ1,382,100-500
Q8WW12,645,500-1000
Q8WW14,332,100-500
Q8WW22,645,500-1000
Q8WWA1,382,100-500
Q8WWB5,987,500-1000
Q8WWI1,680,500-1000
Q8WWI5,1488,>1000
Q8WWK9,680,500-1000
Q8WWL2,680,500-1000
Q8WWL7,987,500-1000
Q8WWM7,454,100-500
Q8WWQ2,680,500-1000
Q8WWR8,645,500-1000
Q8WWR9,544,500-1000
Q8WWT9,680,500-1000
Q8WWU5,132,100-500
Q8WWV3,1488,>1000
Q8WWV6,544,500-1000
Q8WWW0,987,500-1000
Q8WWW8,886,500-1000
Q8WWX8,886,500-1000
Q8WWY3,1714,>1000
Q8WWZ4,382,100-500
Q8WWZ7,1064,>1000
Q8WX93,886,500-1000
Q8WX94,55,<100
Q8WXA3,680,500-1000
Q8WXE1,454,100-500
Q8WXG6,987,500-1000
Q8WXG9,680,500-1000
Q8WXH0,544,500-1000
Q8WXH4,544,500-1000
Q8WXI2,987,500-1000
Q8WXI3,645,500-1000
Q8WXQ8,332,100-500
Q8WXR4,544,500-1000
Q8WXS3,454,100-500
Q8WXS8,645,500-1000
Q8WXU2,4300,>1000
Q8WXW3,987,500-1000
Q8WXX0,987,500-1000
Q8WXX7,645,500-1000
Q8WY21,544,500-1000
Q8WY36,544,500-1000
Q8WY98,244,100-500
Q8WYA0,987,500-1000
Q8WYA1,987,500-1000
Q8WYA6,645,500-1000
Q8WYB5,680,500-1000
Q8WYL5,645,500-1000
Q8WYN0,1714,>1000
Q8WYP5,645,500-1000
Q8WYQ5,886,500-1000
Q8WZ42,680,500-1000
Q8WZ73,645,500-1000
Q8WZ75,382,100-500
Q8WZA2,645,500-1000
Q92466,454,100-500
Q92496,36,<100
Q92499,4300,>1000
Q92503,645,500-1000
Q92523,454,100-500
Q92526,4300,>1000
Q92538,4300,>1000
Q92540,886,500-1000
Q92556,645,500-1000
Q92564,1488,>1000
Q92567,645,500-1000
Q92569,987,500-1000
Q92570,810,500-1000
Q92581,987,500-1000
Q92597,886,500-1000
Q92598,4300,>1000
Q92599,1292,>1000
Q92600,1714,>1000
Q92614,987,500-1000
Q92617,25,<100
Q92622,987,500-1000
Q92629,544,500-1000
Q92729,544,500-1000
Q92731,950,500-1000
Q92734,987,500-1000
Q92766,645,500-1000
Q92782,680,500-1000
Q92784,454,100-500
Q92796,987,500-1000
Q92800,454,100-500
Q92802,544,500-1000
Q92813,680,500-1000
Q92823,645,500-1000
Q92833,645,500-1000
Q92834,1064,>1000
Q92835,680,500-1000
Q92838,544,500-1000
Q92841,168,100-500
Q92844,544,500-1000
Q92845,987,500-1000
Q92851,454,100-500
Q92859,645,500-1000
Q92870,544,500-1000
Q92876,544,500-1000
Q92878,4300,>1000
Q92879,987,500-1000
Q92888,987,500-1000
Q92890,4300,>1000
Q92896,680,500-1000
Q92902,1064,>1000
Q92913,680,500-1000
Q92925,544,500-1000
Q92932,886,500-1000
Q92954,680,500-1000
Q92963,454,100-500
Q92973,987,500-1000
Q92974,987,500-1000
Q92985,454,100-500
Q92988,987,500-1000
Q92993,886,500-1000
Q92994,4300,>1000
Q93038,987,500-1000
Q93050,4300,>1000
Q93062,382,100-500
Q93063,987,500-1000
Q93074,680,500-1000
Q93084,4300,>1000
Q93086,454,100-500
Q93100,987,500-1000
Q95460,544,500-1000
Q969E2,1488,>1000
Q969G3,1488,>1000
Q969H0,1488,>1000
Q969J5,544,500-1000
Q969K4,950,500-1000
Q969K7,645,500-1000
Q969M3,4300,>1000
Q969M7,4300,>1000
Q969N2,1488,>1000
Q969P0,454,100-500
Q969R2,680,500-1000
Q969R5,680,500-1000
Q969S0,1488,>1000
Q969S2,382,100-500
Q969S8,645,500-1000
Q969S9,4300,>1000
Q969T3,645,500-1000
Q969W1,987,500-1000
Q969W9,645,500-1000
Q969X2,645,500-1000
Q969X5,950,500-1000
Q969X6,1488,>1000
Q969Y2,645,500-1000
Q96A37,680,500-1000
Q96A46,645,500-1000
Q96A59,544,500-1000
Q96A70,382,100-500
Q96A73,544,500-1000
Q96A84,382,100-500
Q96AA8,645,500-1000
Q96AB3,645,500-1000
Q96AC1,987,500-1000
Q96AG3,950,500-1000
Q96AH0,1064,>1000
Q96AN5,987,500-1000
Q96AQ6,168,100-500
Q96AQ7,454,100-500
Q96AT9,4300,>1000
Q96AV8,886,500-1000
Q96AW1,544,500-1000
Q96AX2,544,500-1000
Q96AX9,987,500-1000
Q96AZ1,680,500-1000
Q96B01,544,500-1000
Q96B02,1488,>1000
Q96B36,950,500-1000
Q96B86,950,500-1000
Q96B97,1488,>1000
Q96BD0,680,500-1000
Q96BD5,645,500-1000
Q96BI3,1064,>1000
Q96BJ3,680,500-1000
Q96BJ8,680,500-1000
Q96BS2,1292,>1000
Q96BT3,680,500-1000
Q96BT7,4300,>1000
Q96BW1,950,500-1000
Q96BW9,1488,>1000
Q96BY6,1488,>1000
Q96BZ9,1488,>1000
Q96C03,645,500-1000
Q96C11,1292,>1000
Q96C12,645,500-1000
Q96C92,544,500-1000
Q96CB9,886,500-1000
Q96CG8,680,500-1000
Q96CM8,886,500-1000
Q96CP6,454,100-500
Q96CQ1,645,500-1000
Q96CS7,950,500-1000
Q96CU9,810,500-1000
Q96CV9,645,500-1000
Q96CW5,4300,>1000
Q96D71,1488,>1000
Q96D96,950,500-1000
Q96DB5,1064,>1000
Q96DE0,886,500-1000
Q96DH6,4300,>1000
Q96DN5,4300,>1000
Q96DR7,886,500-1000
Q96DT0,810,500-1000
Q96DT7,544,500-1000
Q96DU3,544,500-1000
Q96DX5,544,500-1000
Q96DY2,987,500-1000
Q96DZ1,1064,>1000
Q96DZ9,168,100-500
Q96E11,1488,>1000
Q96E29,810,500-1000
Q96E66,680,500-1000
Q96EA4,680,500-1000
Q96EB1,1488,>1000
Q96EK2,544,500-1000
Q96EK7,680,500-1000
Q96EN9,132,100-500
Q96EP0,987,500-1000
Q96EP1,544,500-1000
Q96ET8,1714,>1000
Q96EV8,645,500-1000
Q96EW2,1064,>1000
Q96EX2,544,500-1000
Q96EY1,1488,>1000
Q96EY5,544,500-1000
Q96EZ8,1064,>1000
Q96F24,680,500-1000
Q96F44,382,100-500
Q96F45,886,500-1000
Q96FC7,544,500-1000
Q96FC9,4300,>1000
Q96FE7,544,500-1000
Q96FG2,987,500-1000
Q96FL8,382,100-500
Q96FL9,987,500-1000
Q96FM1,950,500-1000
Q96FT7,544,500-1000
Q96FT9,332,100-500
Q96FV3,645,500-1000
Q96G01,886,500-1000
Q96G25,987,500-1000
Q96G46,1488,>1000
Q96G74,950,500-1000
Q96G97,1488,>1000
Q96GC6,132,100-500
Q96GD3,987,500-1000
Q96GD4,544,500-1000
Q96GE6,810,500-1000
Q96GJ1,454,100-500
Q96GN5,544,500-1000
Q96GR4,1488,>1000
Q96GS6,544,500-1000
Q96GX5,1488,>1000
Q96GZ6,987,500-1000
Q96H22,680,500-1000
Q96H55,680,500-1000
Q96H96,1714,>1000
Q96HA1,680,500-1000
Q96HA4,544,500-1000
Q96HB5,645,500-1000
Q96HC4,886,500-1000
Q96HH9,645,500-1000
Q96HJ5,950,500-1000
Q96HL8,645,500-1000
Q96HN2,987,500-1000
Q96HQ0,8,<100
Q96HW7,1064,>1000
Q96HZ4,454,100-500
Q96I51,1714,>1000
Q96II8,645,500-1000
Q96IV0,1488,>1000
Q96IZ2,645,500-1000
Q96IZ5,544,500-1000
Q96J02,544,500-1000
Q96J65,810,500-1000
Q96J77,132,100-500
Q96J84,680,500-1000
Q96J86,424,100-500
Q96J87,987,500-1000
Q96J88,544,500-1000
Q96J92,987,500-1000
Q96J94,645,500-1000
Q96JA3,1292,>1000
Q96JA4,950,500-1000
Q96JB5,1064,>1000
Q96JB8,987,500-1000
Q96JD6,4300,>1000
Q96JE7,544,500-1000
Q96JE9,544,500-1000
Q96JG6,1064,>1000
Q96JG8,1488,>1000
Q96JH8,680,500-1000
Q96JI7,645,500-1000
Q96JK2,1064,>1000
Q96JL9,168,100-500
Q96JM2,645,500-1000
Q96JN0,544,500-1000
Q96JN2,950,500-1000
Q96JX3,886,500-1000
Q96JY0,987,500-1000
Q96JY6,886,500-1000
Q96K17,680,500-1000
Q96K19,987,500-1000
Q96K21,680,500-1000
Q96K30,645,500-1000
Q96K37,1292,>1000
Q96K76,987,500-1000
Q96KD3,244,100-500
Q96KE9,680,500-1000
Q96KG9,1714,>1000
Q96KN7,424,100-500
Q96KN8,382,100-500
Q96KP6,680,500-1000
Q96KQ7,454,100-500
Q96KR4,645,500-1000
Q96KR7,987,500-1000
Q96KV7,987,500-1000
Q96L08,424,100-500
Q96L11,101,100-500
Q96L73,1488,>1000
Q96L91,645,500-1000
Q96L92,987,500-1000
Q96L93,382,100-500
Q96LA5,244,100-500
Q96LA6,244,100-500
Q96LB4,645,500-1000
Q96LC7,544,500-1000
Q96LC9,544,500-1000
Q96LI6,3,<100
Q96LP6,132,100-500
Q96LW2,544,500-1000
Q96LX7,244,100-500
Q96LZ7,55,<100
Q96M20,987,500-1000
Q96M27,645,500-1000
Q96M63,987,500-1000
Q96M83,55,<100
Q96M86,454,100-500
Q96M93,987,500-1000
Q96M96,1488,>1000
Q96MD7,544,500-1000
Q96ME1,1488,>1000
Q96ME7,680,500-1000
Q96MF2,645,500-1000
Q96MF6,645,500-1000
Q96MH6,950,500-1000
Q96MI6,4300,>1000
Q96MM7,544,500-1000
Q96MN2,132,100-500
Q96MS3,645,500-1000
Q96MT1,645,500-1000
Q96MT8,645,500-1000
Q96MU8,544,500-1000
Q96MV8,1488,>1000
Q96MZ0,4300,>1000
Q96N03,950,500-1000
Q96N16,645,500-1000
Q96N19,987,500-1000
Q96N46,645,500-1000
Q96N64,645,500-1000
Q96N66,1488,>1000
Q96N67,1488,>1000
Q96N77,244,100-500
Q96N95,168,100-500
Q96N96,987,500-1000
Q96NE9,987,500-1000
Q96NH3,680,500-1000
Q96NJ5,645,500-1000
Q96NL0,680,500-1000
Q96NL6,680,500-1000
Q96NM4,1488,>1000
Q96NN9,4300,>1000
Q96NR3,1488,>1000
Q96NT3,950,500-1000
Q96NU1,680,500-1000
Q96NX9,886,500-1000
Q96NZ1,544,500-1000
Q96NZ9,93,<100
Q96P11,4300,>1000
Q96P15,382,100-500
Q96P26,680,500-1000
Q96P31,168,100-500
Q96P44,382,100-500
Q96P47,645,500-1000
Q96P48,680,500-1000
Q96P50,645,500-1000
Q96P56,1292,>1000
Q96P71,645,500-1000
Q96PB7,645,500-1000
Q96PC3,454,100-500
Q96PC5,680,500-1000
Q96PE1,645,500-1000
Q96PE3,645,500-1000
Q96PE5,168,100-500
Q96PG1,168,100-500
Q96PH1,645,500-1000
Q96PK6,454,100-500
Q96PM5,886,500-1000
Q96PM9,454,100-500
Q96PN6,987,500-1000
Q96PN7,987,500-1000
Q96PQ6,168,100-500
Q96PQ7,886,500-1000
Q96PR1,544,500-1000
Q96PU5,645,500-1000
Q96PU8,645,500-1000
Q96PU9,544,500-1000
Q96PV0,1064,>1000
Q96PV6,1488,>1000
Q96PV7,645,500-1000
Q96PY6,4300,>1000
Q96PZ7,645,500-1000
Q96Q05,1488,>1000
Q96Q07,810,500-1000
Q96Q11,4300,>1000
Q96Q15,1064,>1000
Q96Q40,544,500-1000
Q96Q42,1714,>1000
Q96Q45,544,500-1000
Q96Q80,1488,>1000
Q96Q89,544,500-1000
Q96Q91,382,100-500
Q96QB1,987,500-1000
Q96QD9,544,500-1000
Q96QF0,645,500-1000
Q96QS1,382,100-500
Q96QT6,987,500-1000
Q96QU1,645,500-1000
Q96QZ7,645,500-1000
Q96RD6,544,500-1000
Q96RD9,168,100-500
Q96RE9,168,100-500
Q96RF0,645,500-1000
Q96RG2,987,500-1000
Q96RI1,810,500-1000
Q96RK4,950,500-1000
Q96RL1,645,500-1000
Q96RL7,544,500-1000
Q96RN1,332,100-500
Q96RN5,950,500-1000
Q96RR1,645,500-1000
Q96RR4,332,100-500
Q96RS6,987,500-1000
Q96RT1,645,500-1000
Q96RT7,987,500-1000
Q96RU2,645,500-1000
Q96RU3,1488,>1000
Q96RV3,680,500-1000
Q96RW7,987,500-1000
Q96S19,645,500-1000
Q96S37,244,100-500
Q96S53,544,500-1000
Q96S55,645,500-1000
Q96S59,645,500-1000
Q96S66,382,100-500
Q96S94,680,500-1000
Q96SA4,1714,>1000
Q96SB4,1488,>1000
Q96SD1,987,500-1000
Q96SK2,886,500-1000
Q96SK3,78,<100
Q96SN8,886,500-1000
Q96SR6,132,100-500
Q96ST2,987,500-1000
Q96ST8,645,500-1000
Q96SU4,1488,>1000
Q96SY0,987,500-1000
Q96SZ4,382,100-500
Q96SZ6,544,500-1000
Q96T17,544,500-1000
Q96T21,1064,>1000
Q96T23,987,500-1000
Q96T37,1292,>1000
Q96T51,1292,>1000
Q96T55,950,500-1000
Q96T66,645,500-1000
Q96T68,1488,>1000
Q96T76,1714,>1000
Q96TA2,1714,>1000
Q99062,454,100-500
Q99081,987,500-1000
Q99102,680,500-1000
Q99217,244,100-500
Q99259,1064,>1000
Q99435,645,500-1000
Q99447,1714,>1000
Q99466,950,500-1000
Q99471,4300,>1000
Q99489,1488,>1000
Q99501,645,500-1000
Q99502,950,500-1000
Q99504,950,500-1000
Q99536,4300,>1000
Q99538,950,500-1000
Q99542,680,500-1000
Q99571,645,500-1000
Q99572,454,100-500
Q99576,454,100-500
Q99593,987,500-1000
Q99612,950,500-1000
Q99640,645,500-1000
Q99643,645,500-1000
Q99665,645,500-1000
Q99674,168,100-500
Q99687,950,500-1000
Q99697,132,100-500
Q99698,1488,>1000
Q99700,645,500-1000
Q99704,886,500-1000
Q99706,86,<100
Q99708,950,500-1000
Q99715,645,500-1000
Q99720,987,500-1000
Q99728,987,500-1000
Q99729,4300,>1000
Q99732,544,500-1000
Q99755,987,500-1000
Q99766,645,500-1000
Q99784,645,500-1000
Q99801,332,100-500
Q99832,4300,>1000
Q99836,886,500-1000
Q99871,987,500-1000
Q99873,680,500-1000
Q99932,244,100-500
Q99933,987,500-1000
Q99961,680,500-1000
Q99963,544,500-1000
Q99996,680,500-1000
Q9BPW4,18,<100
Q9BPW9,645,500-1000
Q9BPX6,1064,>1000
Q9BPY8,454,100-500
Q9BPZ7,645,500-1000
Q9BQ16,645,500-1000
Q9BQ51,544,500-1000
Q9BQ52,645,500-1000
Q9BQ65,1488,>1000
Q9BQ95,987,500-1000
Q9BQB6,987,500-1000
Q9BQC3,4300,>1000
Q9BQE9,886,500-1000
Q9BQF6,544,500-1000
Q9BQI0,645,500-1000
Q9BQI5,1488,>1000
Q9BQL6,987,500-1000
Q9BQQ3,1488,>1000
Q9BQS2,645,500-1000
Q9BQS7,950,500-1000
Q9BQS8,680,500-1000
Q9BQT9,886,500-1000
Q9BQY9,454,100-500
Q9BRB3,1488,>1000
Q9BRF8,244,100-500
Q9BRK3,544,500-1000
Q9BRL7,454,100-500
Q9BRP4,1488,>1000
Q9BRQ3,645,500-1000
Q9BRQ4,987,500-1000
Q9BRR6,680,500-1000
Q9BRR9,1064,>1000
Q9BRT8,8,<100
Q9BRV3,1064,>1000
Q9BRX5,4300,>1000
Q9BRZ2,987,500-1000
Q9BSC4,4300,>1000
Q9BSG1,168,100-500
Q9BSG5,987,500-1000
Q9BSI4,454,100-500
Q9BSJ2,4300,>1000
Q9BSJ5,244,100-500
Q9BSQ5,680,500-1000
Q9BST9,645,500-1000
Q9BT04,987,500-1000
Q9BT25,454,100-500
Q9BT76,645,500-1000
Q9BTA9,950,500-1000
Q9BTC0,645,500-1000
Q9BTD8,168,100-500
Q9BTE1,1488,>1000
Q9BTE3,1714,>1000
Q9BTE6,987,500-1000
Q9BTM9,645,500-1000
Q9BTT0,1064,>1000
Q9BTW9,4300,>1000
Q9BTX1,886,500-1000
Q9BTZ2,4300,>1000
Q9BU19,454,100-500
Q9BU23,987,500-1000
Q9BU40,950,500-1000
Q9BU76,645,500-1000
Q9BUB5,55,<100
Q9BUB7,987,500-1000
Q9BUJ2,645,500-1000
Q9BUK0,680,500-1000
Q9BUK6,1488,>1000
Q9BUL5,645,500-1000
Q9BUP3,645,500-1000
Q9BUT1,680,500-1000
Q9BUU2,645,500-1000
Q9BUV0,332,100-500
Q9BUV8,645,500-1000
Q9BUY7,680,500-1000
Q9BV29,645,500-1000
Q9BV35,645,500-1000
Q9BV36,645,500-1000
Q9BV97,987,500-1000
Q9BVC4,4300,>1000
Q9BVG8,1714,>1000
Q9BVJ6,645,500-1000
Q9BVL2,680,500-1000
Q9BVN2,645,500-1000
Q9BVQ7,544,500-1000
Q9BVV6,645,500-1000
Q9BW11,454,100-500
Q9BW27,1488,>1000
Q9BW66,680,500-1000
Q9BW71,454,100-500
Q9BWF3,382,100-500
Q9BWG6,645,500-1000
Q9BWH6,1488,>1000
Q9BWK5,168,100-500
Q9BWL3,950,500-1000
Q9BWP8,680,500-1000
Q9BWS9,1488,>1000
Q9BWT1,645,500-1000
Q9BWV2,168,100-500
Q9BWV3,645,500-1000
Q9BWW4,454,100-500
Q9BX10,4300,>1000
Q9BX40,1714,>1000
Q9BX46,645,500-1000
Q9BX59,454,100-500
Q9BX66,645,500-1000
Q9BX79,680,500-1000
Q9BX84,950,500-1000
Q9BXA9,645,500-1000
Q9BXD5,987,500-1000
Q9BXF3,4300,>1000
Q9BXI9,645,500-1000
Q9BXJ4,3,<100
Q9BXK5,544,500-1000
Q9BXL6,645,500-1000
Q9BXM0,454,100-500
Q9BXM9,680,500-1000
Q9BXN2,382,100-500
Q9BXP2,680,500-1000
Q9BXP5,1488,>1000
Q9BXS0,544,500-1000
Q9BXS6,544,500-1000
Q9BXS9,645,500-1000
Q9BXT4,645,500-1000
Q9BXT6,1488,>1000
Q9BXT8,645,500-1000
Q9BXU1,544,500-1000
Q9BXW6,680,500-1000
Q9BXW9,1064,>1000
Q9BXY5,987,500-1000
Q9BY07,987,500-1000
Q9BY08,645,500-1000
Q9BY15,382,100-500
Q9BY32,4300,>1000
Q9BY41,1292,>1000
Q9BY44,4300,>1000
Q9BY66,8,<100
Q9BY67,680,500-1000
Q9BY76,645,500-1000
Q9BYC5,950,500-1000
Q9BYE2,950,500-1000
Q9BYG7,244,100-500
Q9BYH1,645,500-1000
Q9BYH8,645,500-1000
Q9BYI3,950,500-1000
Q9BYM8,886,500-1000
Q9BYP7,987,500-1000
Q9BYP9,244,100-500
Q9BYT1,886,500-1000
Q9BYV6,1488,>1000
Q9BYV7,950,500-1000
Q9BYV8,987,500-1000
Q9BYW1,4300,>1000
Q9BYW2,987,500-1000
Q9BYX2,645,500-1000
Q9BYZ6,645,500-1000
Q9BZ11,1292,>1000
Q9BZ23,987,500-1000
Q9BZ29,987,500-1000
Q9BZ67,645,500-1000
Q9BZ71,645,500-1000
Q9BZ72,645,500-1000
Q9BZ95,1488,>1000
Q9BZA7,645,500-1000
Q9BZA8,645,500-1000
Q9BZB8,987,500-1000
Q9BZC1,987,500-1000
Q9BZC7,680,500-1000
Q9BZE4,4300,>1000
Q9BZE9,1064,>1000
Q9BZF1,1488,>1000
Q9BZF3,680,500-1000
Q9BZG1,544,500-1000
Q9BZG2,454,100-500
Q9BZG8,4300,>1000
Q9BZJ0,1714,>1000
Q9BZL4,544,500-1000
Q9BZL6,987,500-1000
Q9BZP6,680,500-1000
Q9BZQ2,680,500-1000
Q9BZR8,544,500-1000
Q9BZS1,382,100-500
Q9BZW8,544,500-1000
Q9BZZ2,382,100-500
Q9BZZ5,987,500-1000
Q9C000,132,100-500
Q9C026,645,500-1000
Q9C029,382,100-500
Q9C030,3,<100
Q9C035,382,100-500
Q9C037,382,100-500
Q9C091,950,500-1000
Q9C093,987,500-1000
Q9C0A6,544,500-1000
Q9C0B1,544,500-1000
Q9C0B2,987,500-1000
Q9C0C7,950,500-1000
Q9C0D2,645,500-1000
Q9C0E8,1488,>1000
Q9C0G0,645,500-1000
Q9C0G6,987,500-1000
Q9C0H2,886,500-1000
Q9C0H9,3,<100
Q9C0I1,1488,>1000
Q9C0I9,544,500-1000
Q9C0J8,1488,>1000
Q9C0K1,987,500-1000
Q9C0K7,544,500-1000
Q9GZM7,4300,>1000
Q9GZM8,1488,>1000
Q9GZT6,544,500-1000
Q9GZT8,1488,>1000
Q9GZT9,810,500-1000
Q9GZU2,132,100-500
Q9GZU3,645,500-1000
Q9GZU7,1488,>1000
Q9GZY8,680,500-1000
Q9GZZ7,544,500-1000
Q9H019,950,500-1000
Q9H040,987,500-1000
Q9H074,950,500-1000
Q9H078,645,500-1000
Q9H091,680,500-1000
Q9H094,55,<100
Q9H0A6,987,500-1000
Q9H0A8,1488,>1000
Q9H0B3,244,100-500
Q9H0B8,680,500-1000
Q9H0E3,886,500-1000
Q9H0E9,1488,>1000
Q9H0F5,645,500-1000
Q9H0J4,645,500-1000
Q9H0M0,1488,>1000
Q9H0M4,244,100-500
Q9H0P0,987,500-1000
Q9H0V9,950,500-1000
Q9H0W9,987,500-1000
Q9H0X9,454,100-500
Q9H115,4300,>1000
Q9H165,645,500-1000
Q9H169,645,500-1000
Q9H171,132,100-500
Q9H172,1714,>1000
Q9H1H9,645,500-1000
Q9H1I8,1064,>1000
Q9H1J1,950,500-1000
Q9H1J5,680,500-1000
Q9H1N7,950,500-1000
Q9H1Q7,454,100-500
Q9H1R2,382,100-500
Q9H1X3,1714,>1000
Q9H237,1488,>1000
Q9H251,645,500-1000
Q9H252,680,500-1000
Q9H254,544,500-1000
Q9H257,544,500-1000
Q9H2A2,1488,>1000
Q9H2D6,810,500-1000
Q9H2F5,645,500-1000
Q9H2J7,645,500-1000
Q9H2L5,987,500-1000
Q9H2P9,4300,>1000
Q9H2R5,244,100-500
Q9H2S5,382,100-500
Q9H2S6,454,100-500
Q9H2U1,1292,>1000
Q9H2U2,1714,>1000
Q9H2V7,987,500-1000
Q9H2W1,950,500-1000
Q9H2X0,950,500-1000
Q9H2X3,25,<100
Q9H2X6,4300,>1000
Q9H2Y9,680,500-1000
Q9H305,645,500-1000
Q9H310,1064,>1000
Q9H313,886,500-1000
Q9H330,987,500-1000
Q9H334,645,500-1000
Q9H3C7,3,<100
Q9H3D4,987,500-1000
Q9H3F6,645,500-1000
Q9H3H1,645,500-1000
Q9H3H3,645,500-1000
Q9H3H5,1292,>1000
Q9H3R0,987,500-1000
Q9H3T2,987,500-1000
Q9H3U1,1488,>1000
Q9H3U5,1488,>1000
Q9H410,544,500-1000
Q9H425,544,500-1000
Q9H497,950,500-1000
Q9H4A3,987,500-1000
Q9H4A9,950,500-1000
Q9H4B0,1488,>1000
Q9H4G0,987,500-1000
Q9H4I8,1064,>1000
Q9H4L5,680,500-1000
Q9H4L7,4300,>1000
Q9H4Y5,4300,>1000
Q9H582,544,500-1000
Q9H5I1,1292,>1000
Q9H5I5,680,500-1000
Q9H5P4,680,500-1000
Q9H5U6,987,500-1000
Q9H5V8,544,500-1000
Q9H5V9,987,500-1000
Q9H611,987,500-1000
Q9H633,3,<100
Q9H6A9,680,500-1000
Q9H6D7,987,500-1000
Q9H6J7,680,500-1000
Q9H6L2,987,500-1000
Q9H6P5,1488,>1000
Q9H6Q3,987,500-1000
Q9H6Q4,4300,>1000
Q9H6R4,1714,>1000
Q9H6R7,645,500-1000
Q9H6S1,544,500-1000
Q9H6S3,987,500-1000
Q9H6T3,645,500-1000
Q9H6U6,1488,>1000
Q9H6U8,1714,>1000
Q9H6V9,1488,>1000
Q9H6X2,645,500-1000
Q9H6X4,168,100-500
Q9H6Y5,987,500-1000
Q9H6Z4,645,500-1000
Q9H706,680,500-1000
Q9H714,987,500-1000
Q9H7B4,680,500-1000
Q9H7C9,645,500-1000
Q9H7D7,1292,>1000
Q9H7E2,987,500-1000
Q9H7H0,680,500-1000
Q9H7P9,168,100-500
Q9H7U1,544,500-1000
Q9H7X0,987,500-1000
Q9H7X7,544,500-1000
Q9H857,1064,>1000
Q9H867,1488,>1000
Q9H869,645,500-1000
Q9H8H2,1714,>1000
Q9H8M2,1488,>1000
Q9H8M5,1064,>1000
Q9H8V3,987,500-1000
Q9H8Y8,1488,>1000
Q9H902,454,100-500
Q9H903,4300,>1000
Q9H910,645,500-1000
Q9H930,78,<100
Q9H974,4300,>1000
Q9H977,1488,>1000
Q9H981,645,500-1000
Q9H9A5,1488,>1000
Q9H9B1,950,500-1000
Q9H9E3,1488,>1000
Q9H9P2,645,500-1000
Q9H9P5,987,500-1000
Q9H9Q2,680,500-1000
Q9H9R9,544,500-1000
Q9H9S3,4300,>1000
Q9H9T3,4300,>1000
Q9H9V9,886,500-1000
